,Name,Duration,Genre,Rating,No. of Ratings,No. of Episodes,Creators,Stars,Reviews (Users),Reviews (Critics),Seasons,Storyline,Language,Release Date
350,Golmaal Jr,,['Comedy'],6.7,27,118,,,1,,4,A spin-off from the movie Golmaal and follows the adventures of 2 rival gangs of kids who are mischievous to their bones. They have a knack for creating havoc anywhere and everywhere they go; thanks to their constant bickering. The only way they'd be cornered into joining forces would be a common enemy.,Hindi,13 May 2019 (India)
351,Nisha,20min,['Thriller'],5,23,9,,"['Vaibhavi Shandilya', 'Anish Padmanabhan', 'Kalloori Vinoth']",,,1,"The story revolves around Adhi, who kidnaps Nisha, Riya, and Kirthi, and holds them hostage in a hideout. While trying to escape their kidnapper, one of the girls succumbs to death. Will the other two manage to get out alive?",Tamil,18 October 2019 (India)
352,Raja Shivchhatrapati,,"['Biography', 'History']",9.4,216,0,,"['Rujuta Deshmukh', 'Sunil Godse', 'Salman Jaffery']",2,,,"Shivaji Maharaj was born in a collapsing kingdom where fought against the Mughal empire and went on establish the Maratha empire. The series takes covers well detailed sequences with his strategies and tactics winning many outnumbered battles.
Written by
Ganesh Sonawane",Marathi,25 November 2008 (India)
353,Airlines,,['Drama'],7.8,19,3,,"['Rahul Tiwari Adhiyari', 'Deepak Arora', 'Sima Pari']",,,2,,Hindi,4 February 2014 (India)
354,Operation Cobra,2h 6min,"['Action', 'Thriller']",3.4,149,6,,"['Nyra Banerjee', 'Hiten Patel', 'Gautam Gulati']",29,,1,"Terrorists organization ""Radical Posture Group"" get access to a new generation technology resulting from Dr. Patel's joint research between India and the UK. Only man can stop them - India's Agent Condor, known to his friends as Karan. Focusing on terrorism, Karan discovers the biggest threat comes from within the ranks of Indian intelligence, from a madman who hopes to make terrorism a global trade. That foe, and the woman he loves, threaten the safety of London with their twisted agenda - Karan has to save the day unsure he can trust anyone around him.
Written by
Cobra",Hindi,15 February 2019 (India)
355,Gumrah End of Innocence,,"['Crime', 'Thriller']",7,160,267,,"['Karan Kundra', 'Abhay Deol', 'Jannat Zubair Rahmani']",2,,5,Teenagers and youngsters walking the wrong path when faced by uneven circumstances.,Hindi,2012 (India)
356,Room No. 54,,['Comedy'],6.6,19,0,,"['Moin', 'Krishna Prasad', 'Pawan Ramesh']",1,,,"Room No.54 is a story of four youngsters travelling the college phase together. They share various experiences to overcome the day to day obstacles. The story is set in an engineering college. The youngsters share a room in the hostel. The room, numbered 54 is supposed to be special because of all the alumni who stayed in the room have a special bond with the next batch. The bond keeps on extending. Coming from middle class families, the boys share a common bond and discover a friendship that will cherish forever. Room No. 54 deals with various challenges life throws at the youngsters and how they overcome each issue with the help of learnings from their alumni who keep dropping in at regular intervals and share their experiences. It has light-hearted humour with excitement, feelings of vulnerability and innocence.
Written by
Promita Mukherjee",Telugu,21 May 2021 (India)
357,Sapna Babul Ka.... Bidaai,,['Drama'],5.2,138,740,,"['Parul Chauhan', 'Sara Khan', 'Angad Hasija']",1,1,1,The trials and tribulations of sisters Ragini and Sadhna. Ragini and Sadhna are different in terms of beauty.,Hindi,8 October 2007 (India)
358,Pariwar,25min,['Comedy'],6.9,853,6,,"['Gajraj Rao', 'Vijay Raaz', 'Yashpal Sharma']",33,1,1,"A loving father who misses his wayward quarrelsome children will stop at nothing to make sure they come home, and Kashiram Narayan knows just the right tricks.",Hindi,23 September 2020 (India)
359,Postman,,['Drama'],6.8,17,0,,['Munishkanth'],,,,"An ardent Rajnikanth fan, postman Raja skips his duty of delivering the last eight letters and goes to watch Rajini's latest release. Later that evening, he meets with an accident and slips into coma. When Raja wakes up after 23 long years, he remembers about those undelivered letters and gets on to his bicycle to deliver them. His daughter, Rajini, joins him.
Written by
ZEE5",,27 June 2019 (India)
360,Jap Tap Vrat,,['Fantasy'],,,3,,"['Gautam Chaturvedi', 'Radha Krishna Dutt', 'Yashodhan Rana']",,,1,,Hindi,
361,Girls Hostel,,['Horror'],9.6,7,0,,"['Purneima Dey', 'Sushma Kolhe']",,,,"The story revolves around 16 girls who live in a girl's hostel. When one of the girl, Sara is found dead in the hostel, a series of supernatural occurrences start happening, as the rest of the girls start feeling an unwanted presence around them.",Marathi,2017 (India)
362,Romil and Jugal,,"['Drama', 'Romance']",7.8,309,10,,"['Mandira Bedi', 'Hariman Dhanjal', 'Manini Mishra']",9,,1,"Punjabi playboy Romil and shy Tam-Brahm Jugal are the new Romeo and Juliet. But what happens when their fighting families and orthodox society find out? A funky twist on the greatest love story of all time, this young and never-seen-before rom-com version is filled with masti, masala, emotion, laughter, songs, and drama that is guaranteed to leave you hooked for more.",Hindi,16 April 2017 (India)
363,Rang Badalti Odhani,20min,"['Drama', 'Romance']",8,43,365,,"['Yashashri Masurkar', 'Karan Tacker', 'Hiten Tejwani']",,,2,"Khanak a simple, spirited young woman, living in village Dhulwadi, Bhuj , is newly married to her sweetheart, Suraj. In a tragic accident, Suraj is killed. The man who caused Suraj's death is Shantanu Khandelwal , the younger son of a business tycoon called Sunil Khandelwal. Under pressure from the village council (panchayat) of Dhulwadi, Shantanu marries Khanak and takes her to his home in the city. Khanak struggles to adjust to the unfamiliar environment, while Shantanu learns to accept his responsibilities. Meanwhile, Shantanu's arrogant mother Madhavi and sister-in- law Khushboo conspire to separate him from Khanak. This does not happen and Shaan and Khanak fall in love in the end.However, despite it all Khanak joins the family bond watch the family blossom their love and care for each other.",Hindi,2010 (India)
364,Itna Karo Na Mujhe Pyaar,22min,['Drama'],7.2,120,208,,"['Pallavi Kulkarni', 'Ronit Roy', 'Vinny Arora']",2,1,1,"The story of a couple, Nachiket Khanna (Neil) and Ragini Patel, who are driven apart, ironically because of the intense love they shared. Neil, a doctor and Ragini, a nurse have four kids together but their marriage breaks due to a misunderstanding. Post the divorce, Neil moves to America with two of their kids and Ragini stays back in India with two kids.",Hindi,14 November 2014 (India)
365,Feels Like Ishq,,"['Drama', 'Romance']",,,1,,"['Mihir Ahuja', 'Saba Azad', 'Bhavesh Babani']",,,,Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.,Hindi,
366,Jag Jaanani Maa Vaishnodevi - Kahani Mata Rani Ki,,['Drama'],8.6,45,199,,"['Maisha Dixit', 'Madirakshi Mundle', 'Vikas Salgotra']",,,1,"It's a story of Goddess Vaishno Devi, also known as Mata Rani, Trikuta and Vaishnavi.",Hindi,30 September 2019 (India)
367,Ogo Bodhu Sundari,,['Romance'],8.3,60,410,,"['Rajdeep Gupta', 'Tulika Basu', 'Ritabhari Chakraborty']",3,,1,Ogo badhu sundori serial live screening,Bengali,2009 (India)
368,Dil Hi Toh Hai,22min,"['Drama', 'Romance']",7.5,341,124,,"['Shalu Soni', 'Karan Kundra', 'Yogita Bihani']",7,,3,"The Noons are a family with values, traditions, and legacy. Rithwik, the eldest son of the family, is the most loved. His life revolves around work and family, leaving no room for love, since he doesn't believe in it. Will a perfect son always be this perfect? Or will love trap him? Streaming now on ALTBalaji.",Hindi,19 June 2018 (India)
369,Jyoti,,['Family'],7.2,22,511,,"['Sneha Wagh', 'Sriti Jha', 'Srinidhi Shetty']",,,1,"The series revolves around the daily struggles of Jyoti who is the only earning member of her family. It captures the social atrocities prevailing in our society. The series has portrayed many serious issues beautifully through several story lines that run parallel and has depicted the social evils in a realistic form. The events that occur in the show are very relatable to the ""middle class"" culture and show how vulnerability causes destruction.
Written by
Shivangi Agrawal",Hindi,2009 (India)
370,Ishq Mein Marjawan,22min,"['Crime', 'Musical', 'Mystery']",5.9,397,475,"['Mamta Patnaik', 'Mamta Patnaik']","['Arjun Bijlani', 'Aalisha Panwar', 'Nia Sharma']",,,1,"She had the perfect life, the perfect man but little did she know that she was walking into the perfect trap. What happens when the man you love turns out to be a genius manipulator? Watch how Arohi's life is twisted and turned into a nightmare that just doesn't end.
Written by
UD",Hindi,20 September 2017 (India)
371,Indian Idol,,['Music'],5,527,102,,"['Anu Malik', 'Mini Mathur', 'Abhijeet Sawant']",15,,11,"The latest addition to the Idol phenomenon. Indian Idol, like Pop, Canadian, and American Idol, brings the entire country together to compete to become the next singing sensation.",Hindi,28 October 2004 (India)
372,Rudra: The Edge of Darkness,,"['Crime', 'Drama', 'Mystery']",,,0,,['Ajay Devgn'],,,,,Hindi,
373,Ratris Khel Chale,22min,['Horror'],8.1,88,209,,"['Madhav Abhyankar', 'Sainkeet Kamat', 'Ashwini Mukadam']",4,,1,"Naik family consists of Anna his wife 3 sons and a widowed daughter his sons Dattaram,Abhiram and daughter Chhaya stay with him in the village his elder son Mahadav his settled with his family in Mumbai,Naik family gathers to celebrate the engagement of Abhiram but on the same day Anna passes due to heart attack,after his death his lawyer Nene comes with his will telling how Anna has divided the property but it shocks everyone when they find out that Sushma has also been given a share in the property and from now onward she should stay in his house she is the daughter of Shevanta who committed suicide by hanging herself on ha tree outside Naik's house she and Anna had a extra marital affair,strange things keep on happening in Naik's house and everyone one believes that Shevanta's spirit is doing all this but Madhav's wife Neelima whose is a scientist doesn't believe in the things happening around which irks everyone in the family while Neelima tries to solve the matter in her modern ...
Written by
alex.mjacko@gmail.com",Marathi,20 February 2016 (India)
374,Dongri to Dubai,,['Action'],,,0,,"['Amyra Dastur', 'Kay Kay Menon', 'Kritika Kamra']",,,,,Hindi,2021 (India)
375,InMates,25min,['Comedy'],6.6,1171,6,"['Raghav Raj Kakker', 'Kashyap Kapoor', 'Shreyansh Pandey']","['Ashish Verma', 'Mukti Mohan', 'Raghav Raj Kakker']",15,,1,"Madhav, is a virgin (Ashish Verma) who is desperate to get laid. He hooks up with a pretty woman Janet on Tinder, but to his shock, she turns out to be an older lady who wants to spice up her married life. Toadd to the fun, her husband wants to watch the action from the sidelines.
Written by
iakhtar33380",,13 October 2017 (India)
376,Skulls and Roses,55min,['Reality-TV'],4.3,368,10,"['Raghu Ram', 'Rajiv Lakshman']","['Pearl Almeida', 'Angel Bhandari', 'Vipin Changani']",28,,1,"Couples compete against each other on Skull Island, testing their instincts for love and self-preservation.",,29 August 2019 (USA)
377,Paper,,['Drama'],6.3,16,1,,"['Karamveer Choudhary', 'Yogendra Kumeria', 'Aartii Naagpal']",3,,,"Story of the biggest counterfeiter, who shook the entire nation with a multi-crore scam. One who started with setting up a hoax printing setup and looted people for more than a decade. Unveiling the story of the most bizarre scam in history:",Hindi,13 November 2020 (India)
378,Sumer Singh Case Files: Girlfriends,,['Thriller'],6.3,97,1,,"['Rannvijay Singh', 'Karishma Sharma', 'Aaditya Bajpayee']",17,,2,"An ACP with a sharp eye for the truth. 4 mis-fitting pieces in his puzzle. Each move reveals a new clue! Sumer Singh Case Files: Girlfriends, revolves around an honest and diligent police officer, ACP Sumer Singh who moves to Delhi with his sights set on finding and delivering justice, building on his impressive record of solving cases involving youngsters wrapped up in a world of crime. When his leap into romance takes a deadly wrong turn, the no nonsense cop finds himself enmeshed in the lives of four friends, who are all hiding dirty secrets. There is also a high-level inquiry on him since he was closely associated with one the girlfriends. What he hadn't expected was to be sitting before a senior officer, months later, explaining how he got involved with four criminals - in a case which had a disappearance, a suicide, an attempt to murder and blackmail. DCP Ratishankar (Played by Swanand Kirkire) questions Sumer about his dealings with these four young women and he reveals a plot ...",Hindi,31 March 2021 (India)
379,Virgin Suspect,,['Drama'],,,1,,"['Subeer Kasali', 'Rutuja Chipade', 'Aman Jaitly']",,,1,,Hindi,12 January 2021 (India)
380,Dastaan-E-Mohabbat: Salim Anarkali,1h,"['Drama', 'History', 'Romance']",7.8,256,10,['Anirudh Pathak'],"['Hemant Choudhary', 'Heli Daruwala', 'Sayantani Ghosh']",18,1,1,"Salim, a young Mughal prince falls for a courtesan named Anarkali but things become complicated after he faces opposition from Emperor Akbar, his father.",Hindi,1 October 2018 (India)
381,Ek Thi Begum,27min,"['Crime', 'Drama']",6.7,543,14,,"['Anuja Sathe', 'Rajendra Shisatkar', 'Ankit Mohan']",25,,1,"A story of a stunningly beautiful woman; Ashraf aka Sapna, the loving wife of Zaheer - a once confidante of Maqsood, the underworld don, but now an arch rival. When the rift between the rivals reaches ugly culmination Zaheer gets killed. Ashraf vows to overturn and destroy Masood's illegal empire using her beauty, sensuality and acute intelligence. Ek Thi Begum is a story inspired by true events.",Marathi,8 April 2020 (India)
382,Chakkappazham,,['Comedy'],8.1,35,27,,"['S.P. Sreekumar', 'Aswathy Sreekanth', 'Aryan']",3,,1,Follows the life of Uthaman and his family.,Malayalam,10 August 2020 (India)
383,The 'Other' Love Story,,"['Drama', 'Romance']",8.9,290,12,,"['Spoorthi Gumaste', 'Shweta Gupta']",7,,1,"The 'Other' Love Story tells the tale of two women falling in love at a time when homophobia was still rampant in India. It is set in the 1990s, an era before the Internet and mobile phones took over our lives, when we still had to rely on love letters and landlines to exchange sweet nothings. The series traces the love story between two neighbours, Aadya and Aanchal, who live in Bengaluru. The dialogues are in English, Hindi and Kannada. This story follows how two neighbours meet, feel something and slowly find the courage to work on their feelings.
Written by
Official Source",English,27 August 2016 (India)
384,Kaala Teeka,20min,['Drama'],5.5,15,406,,"['Simran Pareenja', 'Fenil Umrigar', 'Rohan Gandotra']",,,1,"Kaala Teeka is the story of Vishwaveer Jha (Bhupinder Singh) and his quest to keep his only daughter, Gauri, safe and protected. Vishwaveer discovers that an abandoned baby girl is able to protect Gauri from a familial curse, and he adopts her, naming her Kaali and making her Gauri's ""kaala teeka"". After 5 years Kaali continues protecting Gauri in every way. Gauri (Fenil Umriger), being Vishwaveer's (Bhupinder Singh) only child, is brought up surrounded with comforts, while Vishwaveer doesn't treat Kaali (Simran Pareenja) very well. She is mistreated by Kalyani (Mita Vashisht), who is Vishwaveer's sister in law. Vishwaveer's first wife, Manjiri (Daljeet Kaur Bhanot), who doesn't have children, adores Kaali and brings her up as her own daughter. Kalyani plots to kill Gauri to get revenge from Vishwaveer for an old matter. She kills Kaali first, so that she is unable to protect Gauri. However, Kaali survives, and relates the incident to Manjiri, who decides to make Kalyani pay. Kaali ...
Written by
Utkarsh",Hindi,2 November 2015 (India)
385,Kyun Utthe Dil Chhod Aaye,,"['Drama', 'History', 'Romance']",8.2,343,11,,"['Gracy Goswami', 'Anchal Sahu', 'Pranali Singh Rathod']",25,,1,"Amrit, Vashma and Radha are three women who live in Lahore at a time when India is on the cusp of gaining independence. They hope to achieve their dreams and find success in their love lives.",Hindi,25 January 2021 (India)
386,Gum Hai Kisi Ke Pyaar Mein,20min,['Drama'],6,792,185,,"['Ayesha Singh', 'Neil Bhatt', 'Kishori Shahane']",37,,1,"Sai Joshi, a fearless, honest, selfless girl aspires to become a doctor marries a police officer Virat Chavan pertaining to a deal after her father's death.",Hindi,5 October 2020 (India)
387,Memories,,"['Crime', 'Romance', 'Thriller']",7.7,210,13,,"['Priyal Gor', 'Madan Joshi', 'Surleen Kaur']",22,,1,"Siddharth is a well-known news anchor of a popular news channel called ""India Now"". But along with his being a capable and known anchor, he was also blessed with an unusual superpower. He could touch any dead body and access that dead person's memories, everything about that person's life, good or bad memories, wishes, experiences, desires, secrets, he could see it all like a movie. This gift also allowed him to help the police solve quite a few cases where the secret clues were hidden in the memories of the dead bodies.",Hindi,1 July 2018 (India)
388,Riti Riwaj,18min,['Romance'],4.5,37,1,,"['Neil Sharma', 'Ankita Bhattacharya', 'Vipul Gupta']",1,,1,"Tribal village in Maharashtra have a man with more then one wife each allocated to do daily household chores.Shanta is the only wife of Bhagatram she forces him to do second marriage as she is fed up of doing all the work alone.Bhagatram marries Beena and Shanta feels jealous of her when seeing her getting intimate with Bhagatram.Beena hurts her self while going to fill water and cant do the chores Shanta then forces Bhagatram to do third marriage.Bhagatram marries Maya who feels ignored in between the first two wives and has an affair outside while Beena is found dead in village.
Written by
alex.mjacko@gmail.com",Hindi,17 March 2020 (India)
389,The Great Indian Dysfunctional Family,,['Drama'],7.1,474,10,,"['Barun Sobti', 'Ashwin Kaushal', 'Kay Kay Menon']",26,,1,"On a calm night, Vikram Ranaut's estranged brother, who had fled both the home and the army 8 years ago, returns home with his wife. What begins as an unusual family reunion slowly escalates into a series of heartbreaks, betrayals, and emotional breakdowns, questioning the trust in every relationship.",Hindi,10 October 2018 (India)
390,Dekh Bhai Dekh,,['Comedy'],8.5,1277,66,"['Aanand Mahendroo', 'Aanand Mahendroo']","['Navin Nischol', 'Farida Jalal', 'Shekhar Suman']",4,,1,"The story revolves around three generations of the Diwan family, who live as an extended family in an ancestral bungalow in the suburbs of Mumbai. The serial takes the viewer through their various ups and downs. Their never-say-die attitude helps them overcome sibling rivalry, relationship troubles, business problems, irksome parents and in-laws. A distinctive feature of this show were its fast speaking characters
Written by
vaibhav",Hindi,1993 (India)
391,Paapnaashini Ganga,,['History'],8.3,9,1,,"['Amardeep Garg', 'Rajeev S.p', 'Dinesh Mehta']",,,,Ganga flowed down from heaven to wash away all the sins of humanity. She further created different streams on Earth. One is purified to the core by just taking a bath in her sacred waters. Her selfless and virtuous actions caused remission of mankind's sins and gave Moksha to all the unfortunate souls. But how was this honour bestowed on her? Watch Paapnaashini Ganga - An immortal tale of Goddess Ganga.,Hindi,1 March 2021 (India)
392,Peshwa Bajirao,22min,['History'],6.8,27,152,,"['Gagan Anand', 'Karan Suchak', 'Rudra Soni']",,,2,"This show showcases the untold story of the legendary warrior's upbringing - his journey from being an ordinary child to an extraordinary leader and the role that his parents, Balaji Vishwanath and Radhabai played in creating the hero that we know him as.",Hindi,2017 (India)
